subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
1," ""You see __ getting married to each other in an elaborate wedding."""," ""two first cousins""",two sisters,two first cousins,an uncle and niece, 2@,4.269613, 3#,6.181673
1," ""You see __ joking in Great Britain about the stupidity of Americans."""," ""the US ambassador""",the US ambassador,a US politician,a US diplomat, 1!,7.114622, 3#,8.508933
1," ""You see a __ calling the president a nasty name in the middle of a speech."""," ""reporter""",reporter,bystander,newscaster, 4$,3.940688, 3#,5.984514
1," ""You see a __ celebrating with the opposing team's players who just won the game."""," ""coach""",manager,player,coach, 3#,11.78526, 2@,13.442252
1," ""You see a __ drinking until she vomits on herself and falls asleep."""," ""college student""",teenager,college student,high schooler, 1!,12.283647, 2@,13.576263
1," ""You see a __ intentionally making bad calls that help his favored team win."""," ""referee""",line judge,umpire,referee, 3#,6.056878, 3#,7.339934
1," ""You see a __ player pretending to be seriously fouled by an opposing player."""," ""soccer""",basketball,football,soccer, 3#,3.300022, 3#,4.5995
1," ""You see a __ saying that the neighboring town is a much better town."""," ""mayor""",city official,sheriff,mayor, 3#,8.056095, 3#,9.552986
1," ""You see a __ taking all the tips that are supposed to be shared among employees."""," ""barista""",waiter,bartender,barista, 4$,3.60562, 3#,4.903318
1," ""You see a __ trying to ban student dances held at public schools."""," ""community leader""",community leader,city councilman,PTA member, 4$,3.873574, 3#,5.441814
1," ""You see a boss pressuring employees to buy __ from her family's general store."""," ""goods""",products,groceries,goods, 3#,25.137336, 1!,26.709653
1," ""You see a boss requiring that she gets access to her employees' __ accounts."""," ""Facebook""",Twitter,Facebook,Gmail, 4$,4.131539, 3#,6.861502
1," ""You see a boy laughing at another student for his poor score on __."""," ""the final exam""",his report card,the final exam,the standardized test, 4$,6.781561, 2@,8.103684
1," ""You see a boy making fun of his brother for getting __ his girlfriend."""," ""dumped by""",dumped by,in trouble with,yelled at by, 1!,4.908837, 3#,6.409523
1," ""You see a boy placing a thumbtack sticking up on the __ of another student."""," ""chair""",stool,seat,chair, 2@,10.281093, 2@,11.571835
1," ""You see a boy setting a series of traps to kill stray cats in his __."""," ""neighborhood""",neighborhood,backyard,garage, 1!,8.65514, 3#,11.094379
1," ""You see a boy skipping to the front of the line because his friend is __."""," ""an employee""",a cashier,an employee,the manager, 2@,6.546474, 3#,8.327307
1," ""You see a boy spray-painting __ symbols on the side of the police station."""," ""anarchy""",anarchy,dirty,gang, 1!,2.404216, 3#,3.882889
1," ""You see a boy telling a woman that she looks just like her overweight __ ."""," ""bulldog""",beagle,pug,bulldog, 3#,5.260368, 3#,6.777912
1," ""You see a boy tripping a classmate in order to be the first __."""," ""in the cafeteria line""",on the schoolbus,out on the playground,in the cafeteria line, 4$,7.293668, 3#,8.555161
1," ""You see a boy turning up the __ as his father talks about his military service."""," ""TV""",TV,radio,volume, 1!,6.188975, 3#,7.740603
1," ""You see a Brazilian at the World Cup cheering for __ to win every medal."""," ""Germany""",Britain,Portugal,Germany, 4$,7.164294, 3#,9.138165
1," ""You see a brother kicking his sister's __ that took many hours to build."""," ""sandcastle""",sandcastle,house of cards,Lego tower, 4$,5.421176, 3#,7.535185
1," ""You see a campaign manager cheering as an opponent pulls ahead to win the __."""," ""election""",race,popular vote,election, 4$,4.431427, 3#,5.8201
1," ""You see a college president singing a rival school's fight song during __."""," ""a pep rally""",the homecoming game,the championship,a pep rally, 3#,4.628815, 3#,6.339419
1," ""You see a customer greeting every stranger she sees while __."""," ""in a coffee shop""",in a coffee shop,sitting at the bar,waiting in the lobby, 4$,5.564571, 3#,6.891231
1," ""You see a drug addict offering to provide any service for __."""," ""a bump of cocaine""",a hit of heroin,an ounce of meth,a bump of cocaine, 4$,5.085701, 3#,6.572532
1," ""You see a drunk elderly man offering to __ with anyone at the bar."""," ""have oral sex""",cuddle,make out,have oral sex, 3#,10.712142, 3#,12.650127
1," ""You see a family eating the carcass of their pet __ that had been run over."""," ""dog""",kitten,dog,turtle, 2@,2.857565, 3#,4.361619
1," ""You see a father requiring his son to become a __ like him."""," ""commercial airline pilot""",chemical engineer,corporate entrepreneur,commercial airline pilot, 3#,3.341202, 3#,4.834329
1," ""You see a father requiring his son to take up the family __ business."""," ""restaurant""",restaurant,mechanic,plumbing, 1!,3.926608, 3#,5.411724
1," ""You see a former Secretary of __ publicly giving up his citizenship to the US."""," ""State""",Defense,State,Treasury, 2@,4.321735, 3#,6.146235
1," ""You see a former US __ saying publicly he would never buy any American product."""," ""general""",president,general,congressman, 2@,3.678894, 3#,5.023033
1," ""You see a girl and her __ making out with each other just for practice."""," ""sister""",sister,cousin,brother, 1!,5.548806, 3#,7.911836
1," ""You see a girl asking for allowance even though her brother __ for her."""," ""did her chores""",cleaned her room,made her bed,did her chores, 3#,4.492313, 3#,6.203544
1," ""You see a girl ignoring her father's orders by taking the car __."""," ""after her curfew""",after her curfew,without permission,out while grounded, 1!,9.691774, 3#,11.0243
