subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
7," ""You see __ getting married to each other in an elaborate wedding."""," ""two first cousins"""," ""an uncle and niece"""," ""two sisters"""," ""two first cousins""", 3#,3.650863, 3#,4.841133
7," ""You see __ joking in Great Britain about the stupidity of Americans."""," ""the US ambassador"""," ""a US politician"""," ""a US diplomat"""," ""the US ambassador""", 3#,5.16029, 2@,6.671153
7," ""You see a __ calling the president a nasty name in the middle of a speech."""," ""reporter"""," ""newscaster"""," ""reporter"""," ""bystander""", 4$,3.2939, 2@,4.490433
7," ""You see a __ celebrating with the opposing team's players who just won the game."""," ""coach"""," ""manager"""," ""player"""," ""coach""", 3#,4.801969, 1!,5.894243
7," ""You see a __ drinking until she vomits on herself and falls asleep."""," ""college student"""," ""teenager"""," ""high schooler"""," ""college student""", 1!,2.993956, 2@,4.789073
7," ""You see a __ intentionally making bad calls that help his favored team win."""," ""referee"""," ""referee"""," ""umpire"""," ""line judge""", 1!,3.713165, 2@,5.001724
7," ""You see a __ player pretending to be seriously fouled by an opposing player."""," ""soccer"""," ""basketball"""," ""football"""," ""soccer""", 3#,3.038623, 3#,4.259939
7," ""You see a __ saying that the neighboring town is a much better town."""," ""mayor"""," ""mayor"""," ""city official"""," ""sheriff""", 1!,4.159425, 2@,5.44815
7," ""You see a __ taking all the tips that are supposed to be shared among employees."""," ""barista"""," ""barista"""," ""bartender"""," ""waiter""", 4$,5.245165, 1!,6.594548
7," ""You see a __ trying to ban student dances held at public schools."""," ""community leader"""," ""PTA member"""," ""city councilman"""," ""community leader""", 4$,3.817815, 2@,5.886308
7," ""You see a boss pressuring employees to buy __ from her family's general store."""," ""goods"""," ""products"""," ""goods"""," ""groceries""", 2@,4.864657, 1!,6.243741
7," ""You see a boss requiring that she gets access to her employees' __ accounts."""," ""Facebook"""," ""Gmail"""," ""Twitter"""," ""Facebook""", 4$,3.388202, 3#,4.773292
7," ""You see a boy laughing at another student for his poor score on __."""," ""the final exam"""," ""his report card"""," ""the standardized test"""," ""the final exam""", 4$,4.2546, 1!,5.498316
7," ""You see a boy making fun of his brother for getting __ his girlfriend."""," ""dumped by"""," ""dumped by"""," ""in trouble with"""," ""yelled at by""", 1!,3.553127, 3#,4.895684
7," ""You see a boy placing a thumbtack sticking up on the __ of another student."""," ""chair"""," ""chair"""," ""stool"""," ""seat""", 1!,3.521985, 1!,5.387116
7," ""You see a boy setting a series of traps to kill stray cats in his __."""," ""neighborhood"""," ""neighborhood"""," ""garage"""," ""backyard""", 1!,3.205925, 2@,4.430343
7," ""You see a boy skipping to the front of the line because his friend is __."""," ""an employee"""," ""an employee"""," ""the manager"""," ""a cashier""", 1!,2.853788, 3#,4.075583
7," ""You see a boy spray-painting __ symbols on the side of the police station."""," ""anarchy"""," ""anarchy"""," ""gang"""," ""dirty""", 1!,2.514651, 3#,3.741579
7," ""You see a boy telling a woman that she looks just like her overweight __ ."""," ""bulldog"""," ""pug"""," ""beagle"""," ""bulldog""", 3#,5.374708, 1!,6.745454
7," ""You see a boy tripping a classmate in order to be the first __."""," ""in the cafeteria line"""," ""out on the playground"""," ""in the cafeteria line"""," ""on the schoolbus""", 4$,4.769801, 1!,6.596136
7," ""You see a boy turning up the __ as his father talks about his military service."""," ""TV"""," ""volume"""," ""radio"""," ""TV""", 3#,3.95153, 2@,5.815858
7," ""You see a Brazilian at the World Cup cheering for __ to win every medal."""," ""Germany"""," ""Germany"""," ""Portugal"""," ""Britain""", 4$,5.033533, 2@,6.508149
7," ""You see a brother kicking his sister's __ that took many hours to build."""," ""sandcastle"""," ""house of cards"""," ""Lego tower"""," ""sandcastle""", 4$,4.416745, 2@,5.769834
7," ""You see a campaign manager cheering as an opponent pulls ahead to win the __."""," ""election"""," ""election"""," ""popular vote"""," ""race""", 4$,5.003756, 3#,7.357416
