subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
38," ""You see a boy placing a thumbtack sticking up on the __ of another student."""," ""chair"""," ""stool"""," ""seat"""," ""chair""", 2@,15.391574, 2@,18.116715
38," ""You see a campaign manager cheering as an opponent pulls ahead to win the __."""," ""election"""," ""election"""," ""race"""," ""popular vote""", 2@,10.532033, 2@,12.056179
38," ""You see a girl quitting her father's __ team to play for their biggest rival."""," ""soccer"""," ""baseball"""," ""soccer"""," ""basketball""", 2@,6.916747, 3#,8.77571
38," ""You see a girl laughing when she realizes her friend's dad is the __ ."""," ""janitor"""," ""school nurse"""," ""janitor"""," ""schoolbus driver""", 2@,5.39223, 3#,7.07622
38," ""You see a zoo trainer jabbing __ to get it to entertain his customers."""," ""a dolphin"""," ""a panda"""," ""an elephant"""," ""a dolphin""", 3#,4.788777, 3#,6.431958
38," ""You see a judge taking on __ case although he is friends with the defendant."""," ""a criminal"""," ""a criminal"""," ""an appeals"""," ""a civil""", 1!,10.120291, 2@,11.587042
38," ""You see a man staying inside his home with the __ on a rare sunny day."""," ""shades drawn"""," ""shades drawn"""," ""curtains closed"""," ""lights off""", 1!,14.759124, 2@,15.930557
38," ""You see a man leaving his family business to go work __."""," ""for their main competitor"""," ""somewhere that pays better"""," ""for a start-up"""," ""for their main competitor""", 3#,5.156725, 3#,6.618494
38," ""You see a politician using federal tax dollars to build an extension on his __."""," ""home"""," ""home"""," ""beach condo"""," ""lake house""", 1!,9.5474, 2@,10.786558
38," ""You see a girl telling her __ that she looks like she has gained weight."""," ""classmate"""," ""classmate"""," ""sister"""," ""mother""", 1!,6.760604, 3#,10.54443
38," ""You see a woman insulting a severely obese man who is sitting in the __."""," ""park"""," ""airport"""," ""park"""," ""doctor's office""", ,0, 1!,36.094042
38," ""You see a staff member talking loudly and interrupting the __ speech to the public."""," ""mayor's"""," ""candidate's"""," ""mayor's"""," ""CEO's""", 2@,6.530917, 3#,8.518322
38," ""You see a teacher ordering a student to __ before coming to class."""," ""get a normal haircut"""," ""get a normal haircut"""," ""cover up her tattoo"""," ""wipe her makeup off""", 1!,7.147487, 3#,10.258252
38," ""You see a young boy teasing another boy because his father recently __."""," ""passed away"""," ""divorced his mother"""," ""passed away"""," ""was deployed overseas""", 4$,6.661901, 2@,10.157506
38," ""You see a group of women having a long and loud conversation __."""," ""during a church sermon"""," ""during a meditation class"""," ""with a funeral nearby"""," ""during a church sermon""", 3#,6.408285, 3#,7.988744
38," ""You see a teenage woman carrying an open umbrella on a cloudless day in __."""," ""October"""," ""September"""," ""October"""," ""November""", 4$,7.813519, 3#,9.027639
38," ""You see a boy spray-painting __ symbols on the side of the police station."""," ""anarchy"""," ""gang"""," ""dirty"""," ""anarchy""", 3#,3.962907, 3#,5.48753
38," ""You see a woman having sex with an extremely obese man in exchange for __."""," ""fifteen dollars"""," ""fifteen dollars"""," ""twenty dollars"""," ""twenty-five dollars""", 4$,5.253015, 3#,7.222027
38," ""You see a teenage girl at __ mocking a man's stuttering speech."""," ""the local mall"""," ""the post office"""," ""the local mall"""," ""a café""", 4$,6.389221, 2@,7.324259
38," ""You see the head of a law firm ordering her juniors to __ every day."""," ""shine her shoes"""," ""wash her car"""," ""get her coffee"""," ""shine her shoes""", 4$,6.543513, 2@,8.759501
38," ""You see a wife hitting her husband on the side of his head for __."""," ""coming home late"""," ""not paying attention"""," ""coming home late"""," ""not doing the dishes""", 3#,9.349375, 2@,10.860418
38," ""You see a man wearing __ with socks that clearly do not match each other."""," ""a suit"""," ""sandals"""," ""pants"""," ""a suit""", 4$,8.948043, 3#,10.656883
38," ""You see a woman squeezing a baby's __ hard because it will not stop crying."""," ""arm"""," ""foot"""," ""shoulder"""," ""arm""", 4$,5.436227, 3#,7.01607
38," ""You see a customer greeting every stranger she sees while __."""," ""in a coffee shop"""," ""in a coffee shop"""," ""waiting in the lobby"""," ""sitting at the bar""", 4$,9.907003, 3#,11.701377
38," ""You see a player publicly yelling at his soccer coach during __ game."""," ""a play-off"""," ""an all-star"""," ""a tournament"""," ""a play-off""", 1!,6.052038, 3#,7.94382
38," ""You see the coach's wife __ for her husband's rival team."""," ""sponsoring a bake sale"""," ""sponsoring a bake sale"""," ""cheering loudly"""," ""raising money""", 1!,7.142133, 3#,8.834949
38," ""You see a teacher ordering a student to go __ for having a weird hairstyle."""," ""to detention"""," ""home"""," ""to the principal's office"""," ""to detention""", 1!,8.341331, 2@,9.890445
38," ""You see a man laughing at a disabled co-worker while at an office __."""," ""softball game"""," ""charity run"""," ""beach retreat"""," ""softball game""", 3#,5.96457, 2@,7.88627
38," ""You see a man telling a woman that her painting looks like it __."""," ""was done by children"""," ""belongs in the closet"""," ""was done by children"""," ""is beginner's work""", 2@,5.910678, 3#,7.332267
38," ""You see a __ saying that the neighboring town is a much better town."""," ""mayor"""," ""city official"""," ""sheriff"""," ""mayor""", 3#,7.719238, 2@,9.227522
38," ""You see someone wearing a __ costume on a day that is not Halloween."""," ""superhero"""," ""superhero"""," ""zombie"""," ""pirate""", 4$,4.496447, 3#,5.673013
38," ""You see a player questioning the __ of his coach during a team practice."""," ""competence"""," ""athleticism"""," ""intelligence"""," ""competence""", 3#,6.770495, 1!,7.96897
38," ""You see a man telling his girlfriend that she must __."""," ""convert to his religion"""," ""quit her job"""," ""vote a certain way"""," ""convert to his religion""", 3#,5.035416, 3#,7.465869
38," ""You see a college president singing a rival school's fight song during __."""," ""a pep rally"""," ""the homecoming game"""," ""a pep rally"""," ""the championship""", 2@,7.212366, 2@,9.076743
38," ""You see a boy telling a woman that she looks just like her overweight __ ."""," ""bulldog"""," ""bulldog"""," ""pug"""," ""beagle""", 4$,5.823459, 2@,8.430267
38," ""You see a young adult openly refusing to follow __ dress code."""," ""her school's"""," ""her school's"""," ""her workplace's"""," ""her religion's""", 4$,6.29546, 1!,7.713763
38," ""You see someone leaving his dog outside in the rain after it dug in the __."""," ""trash"""," ""vegetable garden"""," ""sandbox"""," ""trash""", 3#,7.060468, 2@,10.258481
38," ""You see a woman telling a group of homeless people on the __ to go find jobs."""," ""subway"""," ""street"""," ""subway"""," ""curb""", 4$,6.780296, 3#,8.280159
38," ""You see a teacher hitting a student's hand with a ruler for __ in class."""," ""falling asleep"""," ""falling asleep"""," ""passing notes"""," ""daydreaming""", 1!,5.475805, 3#,7.366341
38," ""You see a woman slapping another woman who she is arguing with in the __."""," ""parking lot"""," ""parking lot"""," ""hotel lobby"""," ""grocery store""", 1!,6.805058, 1!,8.242536
38," ""You see a woman with __ hair riding a unicycle to work every day."""," ""blue and orange"""," ""purple and pink"""," ""green and black"""," ""blue and orange""", 4$,5.677677, 3#,6.891914
38," ""You see a woman drinking her entire cup of __ using a stirring spoon."""," ""coffee"""," ""cocoa"""," ""tea"""," ""coffee""", 3#,4.906849, 2@,7.226283
38," ""You see a woman buying herself an expensive __ with a stolen credit card."""," ""necklace"""," ""necklace"""," ""pair of earrings"""," ""bracelet""", 4$,4.868894, 3#,6.599977
38," ""You see a teenage girl coming home late and ignoring her parents' __."""," ""strict curfew"""," ""text messages"""," ""strict curfew"""," ""questions""", 2@,4.841386, 3#,6.470578
38," ""You see a woman happily admitting that she has not paid any taxes in over __ years."""," ""ten"""," ""ten"""," ""five"""," ""two""", 4$,5.029044, 3#,6.41789
38," ""You see a girl laughing at another student forgetting her lines __ ."""," ""at a school play"""," ""at a poetry recital"""," ""in front of everyone"""," ""at a school play""", 3#,5.6938, 2@,7.44938
38," ""You see an employee receiving __ for work that was really done by others."""," ""a bonus"""," ""a bonus"""," ""praise"""," ""an award""", 1!,7.180027, 1!,10.907827
38," ""You see a man searching through the trash to find women's discarded __."""," ""underwear"""," ""pantyhose"""," ""underwear"""," ""lingerie""", 1!,4.743202, 3#,7.945421
38," ""You see a mother who is still breast-feeding her needy __."""," ""eight year old"""," ""seven year old"""," ""nine year old"""," ""eight year old""", 4$,4.933972, 3#,5.839907
38," ""You see a very drunk woman making out with multiple strangers __."""," ""on the city bus"""," ""at the gas station"""," ""on the city bus"""," ""at the subway stop""", 2@,6.281041, 2@,7.842755
38," ""You see someone giving the finger to the __ back is turned."""," ""boss, while the boss's"""," ""boss, while the boss's"""," ""policeman, while the policeman's"""," ""dentist, while the dentist's""", 4$,5.697542, 3#,7.976178
38," ""You see a public leader on TV trying to ban the wearing of __."""," ""hooded sweatshirts"""," ""hooded sweatshirts"""," ""baggy pants"""," ""baseball caps""", 1!,3.644684, 3#,4.922689
38," ""You see an intern disobeying an order to dress professionally and __."""," ""comb his hair"""," ""comb his hair"""," ""shave"""," ""get a haircut""", 3#,7.610402, 1!,9.369993
38," ""You see a __ player pretending to be seriously fouled by an opposing player."""," ""soccer"""," ""soccer"""," ""football"""," ""basketball""", 1!,3.480162, 3#,5.346946
38," ""You see a man fulfilling a deceased stranger's request by eating some of his __."""," ""flesh"""," ""flesh"""," ""hair"""," ""skin""", 4$,7.640134, 3#,9.187411
38," ""You see a boy setting a series of traps to kill stray cats in his __."""," ""neighborhood"""," ""garage"""," ""neighborhood"""," ""backyard""", 2@,4.601372, 3#,5.68821
38," ""You see a woman laughing with her friend about __ of her family members."""," ""the poor taste"""," ""the poor taste"""," ""embarrassing stories"""," ""the silly traditions""", 4$,6.104894, 3#,7.440513
38," ""You see a __ calling the president a nasty name in the middle of a speech."""," ""reporter"""," ""reporter"""," ""newscaster"""," ""bystander""", 4$,6.88503, 3#,8.180504
38," ""You see a former US __ saying publicly he would never buy any American product."""," ""general"""," ""congressman"""," ""president"""," ""general""", 1!,7.217774, 2@,8.875212
38," ""You see a boy turning up the __ as his father talks about his military service."""," ""TV"""," ""radio"""," ""TV"""," ""volume""", 2@,5.272498, 3#,7.26857
38," ""You see a Brazilian at the World Cup cheering for __ to win every medal."""," ""Germany"""," ""Britain"""," ""Portugal"""," ""Germany""", 4$,6.024626, 3#,7.424163
38," ""You see a woman watching __ on television in black-and-white instead of color."""," ""a game"""," ""the news"""," ""a game"""," ""the soap opera""", 4$,4.610686, 1!,6.875269
38," ""You see a teenage girl forbidding friends from ever disagreeing with her __."""," ""in public"""," ""about fashion"""," ""on Facebook"""," ""in public""", 4$,6.945905, 3#,9.106024
38," ""You see a teenage boy offering his classmate money to write his __."""," ""history essay"""," ""history essay"""," ""biology paper"""," ""book report""", 4$,5.899243, 3#,6.789322
38," ""You see a former Secretary of __ publicly giving up his citizenship to the US."""," ""State"""," ""Defense"""," ""State"""," ""Treasury""", 2@,5.300479, 3#,7.198524
