subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
3," ""You see __ getting married to each other in an elaborate wedding."""," ""two first cousins""",two sisters,two first cousins,an uncle and niece, 2@,3.903096, 2@,5.293841
3," ""You see __ joking in Great Britain about the stupidity of Americans."""," ""the US ambassador""",the US ambassador,a US politician,a US diplomat, 1!,3.126185, 2@,4.210038
3," ""You see a __ calling the president a nasty name in the middle of a speech."""," ""reporter""",bystander,newscaster,reporter, 4$,2.871931, 3#,4.293361
3," ""You see a __ celebrating with the opposing team's players who just won the game."""," ""coach""",manager,player,coach, 3#,3.815202, 2@,5.079615
3," ""You see a __ drinking until she vomits on herself and falls asleep."""," ""college student""",teenager,high schooler,college student, 3#,2.59542, 3#,3.625142
3," ""You see a __ intentionally making bad calls that help his favored team win."""," ""referee""",referee,umpire,line judge, 4$,3.437639, 1!,5.482457
3," ""You see a __ player pretending to be seriously fouled by an opposing player."""," ""soccer""",basketball,football,soccer, 3#,3.558806, 2@,4.58956
3," ""You see a __ saying that the neighboring town is a much better town."""," ""mayor""",sheriff,mayor,city official, 2@,4.100865, 2@,5.260911
3," ""You see a __ taking all the tips that are supposed to be shared among employees."""," ""barista""",bartender,waiter,barista, 4$,2.556585, 1!,4.042631
3," ""You see a __ trying to ban student dances held at public schools."""," ""community leader""",community leader,city councilman,PTA member, 1!,4.253101, 1!,5.29835
3," ""You see a boss pressuring employees to buy __ from her family's general store."""," ""goods""",goods,groceries,products, 3#,4.207051, 1!,5.246545
3," ""You see a boss requiring that she gets access to her employees' __ accounts."""," ""Facebook""",Facebook,Gmail,Twitter, 4$,3.217351, 3#,4.459306
3," ""You see a boy laughing at another student for his poor score on __."""," ""the final exam""",his report card,the standardized test,the final exam, 4$,2.329574, 2@,4.20203
3," ""You see a boy making fun of his brother for getting __ his girlfriend."""," ""dumped by""",yelled at by,dumped by,in trouble with, 2@,2.394212, 3#,3.74284
3," ""You see a boy placing a thumbtack sticking up on the __ of another student."""," ""chair""",chair,stool,seat, 1!,2.10936, 3#,3.867643
3," ""You see a boy setting a series of traps to kill stray cats in his __."""," ""neighborhood""",backyard,neighborhood,garage, 3#,3.171879, 1!,4.64824
3," ""You see a boy skipping to the front of the line because his friend is __."""," ""an employee""",the manager,a cashier,an employee, 2@,3.10496, 3#,4.137751
