subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
28," ""You see a boy tripping a classmate in order to be the first __."""," ""in the cafeteria line"""," ""out on the playground"""," ""on the schoolbus"""," ""in the cafeteria line""", 4$,8.94159, 1!,11.945975
28," ""You see a young boy teasing another boy because his father recently __."""," ""passed away"""," ""passed away"""," ""was deployed overseas"""," ""divorced his mother""", 4$,12.856363, 1!,14.603953
28," ""You see __ joking in Great Britain about the stupidity of Americans."""," ""the US ambassador"""," ""the US ambassador"""," ""a US diplomat"""," ""a US politician""", 1!,6.150028, 3#,7.870361
28," ""You see a man having sex with a frozen chicken before __ for dinner."""," ""cooking it"""," ""preparing it"""," ""cooking it"""," ""heating it up""", 2@,9.138297, 2@,10.345548
28," ""You see a girl shooting geese repeatedly with a pellet gun out __."""," ""in the woods"""," ""in her backyard"""," ""at the pond"""," ""in the woods""", 3#,4.893126, 3#,6.439873
28," ""You see a teacher hitting a student's hand with a ruler for __ in class."""," ""falling asleep"""," ""passing notes"""," ""falling asleep"""," ""daydreaming""", 2@,4.233833, 3#,5.818638
28," ""You see a boy telling a woman that she looks just like her overweight __ ."""," ""bulldog"""," ""bulldog"""," ""beagle"""," ""pug""", 1!,5.795457, 3#,7.291621
28," ""You see a woman throwing her cat across the room for __."""," ""scratching the furniture"""," ""jumping on the bed"""," ""scratching the furniture"""," ""not using the litterbox""", 2@,4.33431, 3#,5.852562
28," ""You see a teacher ordering a student to go __ for having a weird hairstyle."""," ""to detention"""," ""to detention"""," ""home"""," ""to the principal's office""", 4$,8.795479, 2@,9.793762
28," ""You see a woman pressuring her daughter to become a famous __."""," ""evening news anchor"""," ""evening news anchor"""," ""ice skater"""," ""ballet dancer""", 1!,4.995938, 3#,5.991818
28," ""You see the head of a law firm ordering her juniors to __ every day."""," ""shine her shoes"""," ""get her coffee"""," ""wash her car"""," ""shine her shoes""", 4$,5.349153, 2@,6.764374
28," ""You see a man purposely stepping hard on the foot of someone who __ ."""," ""is in his way"""," ""got on his nerves"""," ""is in his way"""," ""took his seat""", 4$,5.325165, 2@,8.099181
28," ""You see a professor giving a __ grade to a student just because he dislikes him."""," ""bad"""," ""failing"""," ""lower"""," ""bad""", 3#,4.851803, 3#,6.629997
28," ""You see a man searching through the trash to find women's discarded __."""," ""underwear"""," ""pantyhose"""," ""lingerie"""," ""underwear""", 3#,5.618939, 3#,7.014896
28," ""You see a college president singing a rival school's fight song during __."""," ""a pep rally"""," ""a pep rally"""," ""the homecoming game"""," ""the championship""", 3#,12.101314, 2@,12.936962
