subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
30," ""You see a teenage boy chuckling at an amputee he passes by while on the __."""," ""subway"""," ""train"""," ""subway"""," ""sidewalk""", 2@,8.079714, 1!,11.840075
30," ""You see a Hollywood star agreeing with a foreign __ denunciation of the US."""," ""dictator's"""," ""dictator's"""," ""tyrant's"""," ""leader's""", 1!,5.440211, 3#,7.002477
30," ""You see a former US __ saying publicly he would never buy any American product."""," ""general"""," ""congressman"""," ""president"""," ""general""", 3#,5.131629, 3#,6.828697
30," ""You see a very drunk woman dancing on a table while men laugh and __."""," ""cheer her on"""," ""cheer her on"""," ""buy her drinks"""," ""take pictures""", 4$,5.719915, 3#,7.955103
30," ""You see a boy tripping a classmate in order to be the first __."""," ""in the cafeteria line"""," ""in the cafeteria line"""," ""out on the playground"""," ""on the schoolbus""", 1!,10.292592, 2@,12.451745
30," ""You see a customer greeting every stranger she sees while __."""," ""in a coffee shop"""," ""waiting in the lobby"""," ""sitting at the bar"""," ""in a coffee shop""", 4$,8.54815, 1!,10.227977
30," ""You see a player publicly yelling at his soccer coach during __ game."""," ""a play-off"""," ""a play-off"""," ""a tournament"""," ""an all-star""", 1!,10.758158, 3#,12.604685
30," ""You see a man elbowing someone as he struggles to get __ quickly."""," ""off the plane"""," ""off the plane"""," ""out the door"""," ""out of the elevator""", 4$,6.372779, 1!,7.72664
30," ""You see a __ drinking until she vomits on herself and falls asleep."""," ""college student"""," ""college student"""," ""high schooler"""," ""teenager""", 3#,9.18339, 3#,11.042483
30," ""You see a girl telling her __ that she looks like she has gained weight."""," ""classmate"""," ""classmate"""," ""mother"""," ""sister""", 1!,7.686334, 3#,8.950079
30," ""You see a mother who is still breast-feeding her needy __."""," ""eight year old"""," ""seven year old"""," ""nine year old"""," ""eight year old""", 4$,7.973739, 3#,11.497033
30," ""You see a __ saying that the neighboring town is a much better town."""," ""mayor"""," ""mayor"""," ""city official"""," ""sheriff""", 1!,6.254103, 3#,7.610451
30," ""You see __ getting married to each other in an elaborate wedding."""," ""two first cousins"""," ""two sisters"""," ""two first cousins"""," ""an uncle and niece""", 2@,7.619072, 3#,9.651684
30," ""You see a woman slapping another woman who she is arguing with in the __."""," ""parking lot"""," ""parking lot"""," ""hotel lobby"""," ""grocery store""", 1!,10.278322, 2@,11.515544
30," ""You see a teenager urinating in the wave pool at a crowded __ park."""," ""amusement"""," ""theme"""," ""water"""," ""amusement""", 2@,7.792961, 3#,9.11891
30," ""You see a woman having intimate relations with a recently deceased __."""," ""loved one"""," ""close friend"""," ""stranger"""," ""loved one""", 3#,4.51469, 3#,5.617346
30," ""You see a very drunk woman making out with multiple strangers __."""," ""on the city bus"""," ""at the gas station"""," ""on the city bus"""," ""at the subway stop""", 2@,6.262581, 3#,7.613226
30," ""You see a woman drinking her entire cup of __ using a stirring spoon."""," ""coffee"""," ""tea"""," ""cocoa"""," ""coffee""", 3#,4.547056, 3#,5.623738
30," ""You see a student copying a classmate's answer sheet on a makeup __."""," ""final exam"""," ""midterm exam"""," ""final exam"""," ""quiz""", 2@,8.398459, 3#,10.247692
30," ""You see a boy placing a thumbtack sticking up on the __ of another student."""," ""chair"""," ""seat"""," ""stool"""," ""chair""", 3#,5.576707, 3#,6.809012
30," ""You see a former Secretary of __ publicly giving up his citizenship to the US."""," ""State"""," ""Defense"""," ""Treasury"""," ""State""", 3#,5.106776, 3#,6.57432
30," ""You see a man eating a bowl of cereal in the morning with __ instead of milk."""," ""water"""," ""orange juice"""," ""creamer"""," ""water""", 3#,2.98514, 3#,3.991879
30," ""You see a teenage male in a dorm bathroom secretly using a stranger's __."""," ""toothbrush"""," ""razor"""," ""towel"""," ""toothbrush""", 3#,3.453585, 3#,4.387557
30," ""You see a father requiring his son to become a __ like him."""," ""commercial airline pilot"""," ""chemical engineer"""," ""corporate entrepreneur"""," ""commercial airline pilot""", 3#,4.449614, 3#,5.58327
30," ""You see a man purposely stepping hard on the foot of someone who __ ."""," ""is in his way"""," ""got on his nerves"""," ""took his seat"""," ""is in his way""", 4$,6.50584, 2@,8.48195
30," ""You see a man walking down a dark __ while still wearing his sunglasses."""," ""hallway"""," ""alley"""," ""hallway"""," ""staircase""", 1!,9.721762, 3#,10.817335
30," ""You see a teenage woman carrying an open umbrella on a cloudless day in __."""," ""October"""," ""November"""," ""September"""," ""October""", 4$,3.906612, 3#,6.074758
30," ""You see a group of women having a long and loud conversation __."""," ""during a church sermon"""," ""during a meditation class"""," ""during a church sermon"""," ""with a funeral nearby""", 2@,5.033107, 3#,5.875383
30," ""You see a wife hitting her husband on the side of his head for __."""," ""coming home late"""," ""not doing the dishes"""," ""coming home late"""," ""not paying attention""", 2@,3.85079, 3#,4.889716
