subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
24," ""You see someone driving around in a dirty __ that has not been washed recently."""," ""car"""," ""car"""," ""minivan"""," ""sedan""", 1!,4.092512, 3#,6.363956
24," ""You see a politician using federal tax dollars to build an extension on his __."""," ""home"""," ""home"""," ""beach condo"""," ""lake house""", 1!,4.737689, 2@,6.332822
24," ""You see a player questioning the __ of his coach during a team practice."""," ""competence"""," ""competence"""," ""athleticism"""," ""intelligence""", 1!,8.376143, 2@,10.641955
24," ""You see a student stating that her professor is __ during an afternoon class."""," ""a fool"""," ""a fool"""," ""an idiot"""," ""a moron""", 1!,6.535052, 2@,8.646591
24," ""You see a professor giving a __ grade to a student just because he dislikes him."""," ""bad"""," ""failing"""," ""bad"""," ""lower""", 1!,4.662389, 3#,5.646672
24," ""You see a woman using a fork to eat a bowl of __ ice cream and marshmallows."""," ""vanilla"""," ""strawberry"""," ""vanilla"""," ""chocolate""", 2@,5.432442, 3#,8.914135
24," ""You see a girl telling a boy that his __ is much more attractive than him."""," ""older brother"""," ""older brother"""," ""best friend"""," ""cousin""", 1!,6.313926, 3#,8.051741
24," ""You see a drunk elderly man offering to __ with anyone at the bar."""," ""have oral sex"""," ""cuddle"""," ""have oral sex"""," ""make out""", 2@,5.646591, 3#,7.379167
24," ""You see a man having sex with a frozen chicken before __ for dinner."""," ""cooking it"""," ""heating it up"""," ""preparing it"""," ""cooking it""", 2@,11.009146, 2@,12.570571
24," ""You see __ getting married to each other in an elaborate wedding."""," ""two first cousins"""," ""two first cousins"""," ""an uncle and niece"""," ""two sisters""", 1!,4.716131, 3#,5.698852
24," ""You see an employee trying to undermine her boss's __."""," ""ideas"""," ""financial strategy"""," ""ideas"""," ""credibility""", 2@,7.989291, 2@,9.453432
24," ""You see a man entering __ while still wearing all his work clothes."""," ""a hot tub"""," ""a hot tub"""," ""a swimming pool"""," ""the shower""", 4$,7.788747, 2@,9.620724
24," ""You see a group of women having a long and loud conversation __."""," ""during a church sermon"""," ""during a church sermon"""," ""with a funeral nearby"""," ""during a meditation class""", 1!,5.691195, 3#,6.755697
24," ""You see a man elbowing someone as he struggles to get __ quickly."""," ""off the plane"""," ""out the door"""," ""out of the elevator"""," ""off the plane""", 4$,5.294943, 2@,6.167204
24," ""You see a man lashing his __ with a whip for breaking loose from its pen."""," ""pony"""," ""donkey"""," ""goat"""," ""pony""", 3#,6.093518, 3#,7.243919
