subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
33," ""You see a teenage girl openly staring at a __ as she walks past."""," ""disfigured woman"""," ""burn victim"""," ""disfigured woman"""," ""very large person""", 2@,4.337608, 3#,6.985713
33," ""You see a boy making fun of his brother for getting __ his girlfriend."""," ""dumped by"""," ""in trouble with"""," ""yelled at by"""," ""dumped by""", 3#,3.537706, 3#,4.724473
33," ""You see a US __ cheering as a Chinese foe beats his teammate to win the gold."""," ""swimmer"""," ""wrestler"""," ""gymnast"""," ""swimmer""", 3#,3.852781, 3#,4.762833
33," ""You see a woman __ before her main entree arrives on the table."""," ""eating dessert"""," ""having a breath mint"""," ""paying for her meal"""," ""eating dessert""", 3#,3.360874, 3#,4.463217
33," ""You see a man staying inside his home with the __ on a rare sunny day."""," ""shades drawn"""," ""lights off"""," ""shades drawn"""," ""curtains closed""", 2@,5.070359, 3#,6.796082
33," ""You see a teenager at a cafeteria forcing a younger student to__."""," ""pay for her lunch"""," ""pay for her lunch"""," ""sit somewhere else"""," ""get her a soda""", 1!,2.893862, 3#,4.388073
33," ""You see a teenage woman carrying an open umbrella on a cloudless day in __."""," ""October"""," ""November"""," ""September"""," ""October""", 4$,4.612226, 3#,6.269234
33," ""You see a __ celebrating with the opposing team's players who just won the game."""," ""coach"""," ""player"""," ""manager"""," ""coach""", 3#,3.119114, 3#,4.731682
33," ""You see a drug addict offering to provide any service for __."""," ""a bump of cocaine"""," ""a bump of cocaine"""," ""a hit of heroin"""," ""an ounce of meth""", 4$,4.066748, 3#,6.014203
33," ""You see a teenage boy chuckling at an amputee he passes by while on the __."""," ""subway"""," ""sidewalk"""," ""subway"""," ""train""", 2@,4.045146, 3#,5.632723
33," ""You see a man turn his back and walk away while his boss questions his __."""," ""work"""," ""work"""," ""ideas"""," ""attitude""", 1!,3.239375, 3#,4.649951
33," ""You see a Hollywood star agreeing with a foreign __ denunciation of the US."""," ""dictator's"""," ""leader's"""," ""tyrant's"""," ""dictator's""", 3#,5.999139, 2@,7.024409
33," ""You see a woman lying about the number of __ days she has taken at work."""," ""vacation"""," ""vacation"""," ""personal"""," ""sick""", 1!,3.322851, 3#,4.78166
33," ""You see a woman clearly avoiding sitting next to an obese woman __."""," ""on the bus"""," ""in the lobby"""," ""on the bus"""," ""in a theater""", 2@,2.632051, 3#,3.504731
