subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
29," ""You see a man in a bar using his __ to watch people having sex with animals."""," ""phone"""," ""laptop"""," ""phone"""," ""iPad""", 2@,4.249647, 3#,6.774209
29," ""You see a teenager urinating in the wave pool at a crowded __ park."""," ""amusement"""," ""water"""," ""amusement"""," ""theme""", 2@,5.531175, 2@,7.261878
29," ""You see children ignoring their __ orders to get ready to go to school."""," ""mom's"""," ""grandmother's"""," ""dad's"""," ""mom's""", 4$,3.681091, 2@,6.578743
29," ""You see an American __ publicly defecting to Iran for a large sum of money."""," ""celebrity"""," ""newscaster"""," ""celebrity"""," ""talk show host""", 4$,7.591248, 1!,9.460539
29," ""You see a teenager wearing all of their clothes inside out while __."""," ""at a movie theater"""," ""at the library"""," ""at a movie theater"""," ""at the mall""", 3#,6.494447, 1!,8.317572
29," ""You see a woman commenting out loud about how fat another woman looks in her __ ."""," ""jeans"""," ""swimsuit"""," ""jeans"""," ""skirt""", 3#,5.783872, 3#,7.683941
29," ""You see someone using an old __ and refusing to go buy a new one."""," ""rotary phone"""," ""laptop"""," ""printer"""," ""rotary phone""", 3#,3.597513, 3#,4.862035
29," ""You see a __ saying that the neighboring town is a much better town."""," ""mayor"""," ""sheriff"""," ""city official"""," ""mayor""", 2@,3.504105, 2@,4.899629
29," ""You see a man having sex with a frozen chicken before __ for dinner."""," ""cooking it"""," ""cooking it"""," ""preparing it"""," ""heating it up""", 3#,9.490186, 1!,11.061946
29," ""You see a boy spray-painting __ symbols on the side of the police station."""," ""anarchy"""," ""dirty"""," ""gang"""," ""anarchy""", 3#,4.595927, 2@,5.640241
29," ""You see a young adult openly refusing to follow __ dress code."""," ""her school's"""," ""her religion's"""," ""her workplace's"""," ""her school's""", 2@,5.776789, 2@,7.054879
29," ""You see a man walking down the street wearing a neon green suit with __."""," ""a top hat"""," ""a top hat"""," ""cowboy boots"""," ""a long cape""", 4$,3.427976, 2@,6.005226
29," ""You see an intern disobeying an order to dress professionally and __."""," ""comb his hair"""," ""shave"""," ""get a haircut"""," ""comb his hair""", 3#,6.33532, 2@,7.657555
29," ""You see a group of women having a long and loud conversation __."""," ""during a church sermon"""," ""with a funeral nearby"""," ""during a church sermon"""," ""during a meditation class""", 2@,3.427514, 1!,4.328656
29," ""You see a man lashing his __ with a whip for breaking loose from its pen."""," ""pony"""," ""goat"""," ""donkey"""," ""pony""", 3#,6.362527, 2@,7.21619
29," ""You see a teacher ordering a student to go __ for having a weird hairstyle."""," ""to detention"""," ""to detention"""," ""to the principal's office"""," ""home""", 3#,6.339432, 2@,7.96922
29," ""You see someone reading the ending of a __ novel before reading the beginning."""," ""spy"""," ""spy"""," ""mystery"""," ""fantasy""", 2@,5.338228, 2@,7.037229
29," ""You see a boy making fun of his brother for getting __ his girlfriend."""," ""dumped by"""," ""in trouble with"""," ""yelled at by"""," ""dumped by""", 3#,4.451881, 3#,5.553626
29," ""You see a woman __ when the judge walks into the courtroom."""," ""refusing to stand"""," ""raise her middle finger"""," ""refusing to stand"""," ""talking on her phone""", 2@,3.503445, 3#,4.587409
29," ""You see a very drunk woman making out with multiple strangers __."""," ""on the city bus"""," ""at the gas station"""," ""on the city bus"""," ""at the subway stop""", 2@,3.20362, 3#,4.95999
29," ""You see a young boy teasing another boy because his father recently __."""," ""passed away"""," ""passed away"""," ""divorced his mother"""," ""was deployed overseas""", 4$,7.681679, 1!,9.796153
29," ""You see a mother telling her son that she is going to choose all of his __ ."""," ""friends"""," ""outfits"""," ""classes"""," ""friends""", 3#,4.219195, 1!,5.968102
29," ""You see an American telling foreigners that the US is __ force in the world."""," ""an evil"""," ""a destructive"""," ""a negative"""," ""an evil""", 3#,3.243875, 3#,4.275833
29," ""You see a Hollywood star agreeing with a foreign __ denunciation of the US."""," ""dictator's"""," ""leader's"""," ""tyrant's"""," ""dictator's""", 3#,6.238647, 2@,7.230983
29," ""You see the class __ saying on TV that her rival college is a better school."""," ""president"""," ""president"""," ""treasurer"""," ""secretary""", 1!,3.336145, 2@,4.907309
29," ""You see a wife turning in her husband to the police for __."""," ""overdue parking fines"""," ""overdue parking fines"""," ""littering on the sidewalk"""," ""illegal music downloads""", 4$,6.527497, 2@,9.589258
29," ""You see a girl throwing __ on a woman who is dating her ex-boyfriend."""," ""her hot coffee"""," ""her hot coffee"""," ""a glass of wine"""," ""her hot tea""", 1!,2.825025, 3#,4.40678
29," ""You see a teenage girl forbidding friends from ever disagreeing with her __."""," ""in public"""," ""about fashion"""," ""in public"""," ""on Facebook""", 4$,3.378335, 2@,4.653784
29," ""You see a family eating the carcass of their pet __ that had been run over."""," ""dog"""," ""turtle"""," ""kitten"""," ""dog""", 3#,4.687008, 2@,6.141689
29," ""You see a man eating a bowl of cereal in the morning with __ instead of milk."""," ""water"""," ""creamer"""," ""water"""," ""orange juice""", 2@,2.452119, 3#,4.034229
29," ""You see a boy telling a woman that she looks just like her overweight __ ."""," ""bulldog"""," ""beagle"""," ""pug"""," ""bulldog""", 4$,4.725261, 2@,7.251707
29," ""You see a woman throwing her cat across the room for __."""," ""scratching the furniture"""," ""not using the litterbox"""," ""scratching the furniture"""," ""jumping on the bed""", 2@,7.047039, 3#,8.93955
29," ""You see a woman spanking her child with a __ for getting bad grades in school."""," ""spatula"""," ""spatula"""," ""rolling pin"""," ""wooden spoon""", 1!,2.936754, 2@,4.362636
29," ""You see a woman squeezing a baby's __ hard because it will not stop crying."""," ""arm"""," ""foot"""," ""shoulder"""," ""arm""", 4$,3.328563, 1!,4.588146
29," ""You see a student getting an A on a group project when he didn't __."""," ""do his part"""," ""do his part"""," ""deserve it"""," ""contribute anything""", 3#,2.884317, 2@,4.54111
29," ""You see a woman watching __ on television in black-and-white instead of color."""," ""a game"""," ""a game"""," ""the soap opera"""," ""the news""", 1!,4.296702, 2@,5.906694
