subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
10," ""You see a mother who is still breast-feeding her needy __."""," ""eight year old"""," ""nine year old"""," ""eight year old"""," ""seven year old""", 4$,6.591737, 2@,11.025387
10," ""You see a head cheerleader booing her __ team during a homecoming game."""," ""high school's"""," ""college's"""," ""university's"""," ""high school's""", 3#,13.449945, 3#,18.226138
10," ""You see a woman spanking her child with a __ for getting bad grades in school."""," ""spatula"""," ""spatula"""," ""wooden spoon"""," ""rolling pin""", 1!,8.864588, 2@,11.46139
10," ""You see a girl and her __ making out with each other just for practice."""," ""sister"""," ""sister"""," ""brother"""," ""cousin""", 1!,8.167318, 3#,10.263484
10," ""You see a very drunk woman making out with multiple strangers __."""," ""on the city bus"""," ""at the subway stop"""," ""on the city bus"""," ""at the gas station""", 2@,16.43922, 1!,19.078081
10," ""You see a girl telling a boy that his __ is much more attractive than him."""," ""older brother"""," ""older brother"""," ""cousin"""," ""best friend""", 1!,5.692365, 3#,8.806472
10," ""You see a former US __ saying publicly he would never buy any American product."""," ""general"""," ""president"""," ""general"""," ""congressman""", 2@,8.698308, 3#,11.038265
10," ""You see a teenager urinating in the wave pool at a crowded __ park."""," ""amusement"""," ""water"""," ""amusement"""," ""theme""", 2@,12.348494, 2@,13.883178
10," ""You see a man refusing to allow his daughter to participate in any __."""," ""type of sports"""," ""after school clubs"""," ""type of sports"""," ""co-ed activities""", 4$,7.450036, 3#,10.629582
10," ""You see a man forbidding his wife to __ that he has not first approved."""," ""wear clothing"""," ""wear clothing"""," ""read books"""," ""see movies""", 1!,5.952571, 3#,7.605953
10," ""You see a boy placing a thumbtack sticking up on the __ of another student."""," ""chair"""," ""chair"""," ""seat"""," ""stool""", 1!,6.495616, 3#,8.506318
10," ""You see a tenant bribing a landlord to be the first to get their apartment __."""," ""repainted"""," ""remodeled"""," ""carpeted"""," ""repainted""", 1!,14.142431, 2@,15.840677
