subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
27," ""You see a teacher ordering a student to __ before coming to class."""," ""get a normal haircut"""," ""get a normal haircut"""," ""wipe her makeup off"""," ""cover up her tattoo""", 1!,7.980044, 3#,10.390676
27," ""You see a woman having sex with an extremely obese man in exchange for __."""," ""fifteen dollars"""," ""twenty-five dollars"""," ""twenty dollars"""," ""fifteen dollars""", 4$,3.632291, 3#,6.279449
27," ""You see a student getting an A on a group project when he didn't __."""," ""do his part"""," ""deserve it"""," ""do his part"""," ""contribute anything""", 2@,8.781355, 3#,11.606669
27," ""You see a mother forcing her daughter to enroll as a __ student in college."""," ""pre-med"""," ""pre-med"""," ""pre-law"""," ""business""", 1!,4.582491, 3#,5.988716
27," ""You see a girl taking all the Halloween candy from a __, leaving none for others."""," ""bowl"""," ""bowl"""," ""dish"""," ""bag""", 1!,5.779759, 2@,6.96346
27," ""You see someone at the __ lifting free weights in nice business clothes."""," ""school gym"""," ""rec center"""," ""health club"""," ""school gym""", 3#,10.345207, 2@,12.264424
27," ""You see a wife hitting her husband on the side of his head for __."""," ""coming home late"""," ""not paying attention"""," ""coming home late"""," ""not doing the dishes""", 2@,5.006841, 3#,6.242338
27," ""You see a student copying a classmate's answer sheet on a makeup __."""," ""final exam"""," ""final exam"""," ""midterm exam"""," ""quiz""", 2@,7.748494, 2@,8.739006
27," ""You see a man spending several hours at a strip club every day right after __."""," ""work"""," ""class"""," ""dinner"""," ""work""", 4$,3.396, 3#,5.793671
27," ""You see a man refusing to allow his daughter to participate in any __."""," ""type of sports"""," ""after school clubs"""," ""type of sports"""," ""co-ed activities""", 4$,9.847186, 2@,11.935484
27," ""You see a man searching through the trash to find women's discarded __."""," ""underwear"""," ""pantyhose"""," ""lingerie"""," ""underwear""", 3#,4.234102, 3#,5.757915
27," ""You see a student stating that her professor is __ during an afternoon class."""," ""a fool"""," ""an idiot"""," ""a moron"""," ""a fool""", 3#,5.775015, 3#,7.154549
27," ""You see a wife turning in her husband to the police for __."""," ""overdue parking fines"""," ""illegal music downloads"""," ""overdue parking fines"""," ""littering on the sidewalk""", 4$,4.665607, 3#,6.625984
27," ""You see someone reading the ending of a __ novel before reading the beginning."""," ""spy"""," ""fantasy"""," ""mystery"""," ""spy""", 3#,3.800358, 3#,4.901931
27," ""You see a man quickly canceling a blind date as soon as he __ ."""," ""sees the woman"""," ""sees the woman"""," ""learns she's overweight"""," ""sees her profile picture""", 1!,9.204642, 2@,10.093309
27," ""You see a woman spanking her child with a __ for getting bad grades in school."""," ""spatula"""," ""wooden spoon"""," ""spatula"""," ""rolling pin""", 2@,5.878985, 3#,6.875086
27," ""You see a woman collecting child support for a __ who no longer lives with her."""," ""girl"""," ""girl"""," ""child"""," ""teenager""", 4$,3.623721, 3#,5.319279
